id_registro,ingresos_mensuales,egresos_mensuales,nivel_endeudamiento,capacidad_pago,tipo_credito,monto_solicitado,plazo_meses,antiguedad_laboral_anios,mora
371,1657.47,1130.33,31.63,527.14,Consumo,7347.1,12,2.6,0
372,557.1,406.38,26.97,150.72,Microcrédito,1948.98,18,6.9,0
373,899.7,598.88,19.17,300.82,Consumo,4168.67,12,1.9,0
374,539.7,324.69,7.98,215.01,Microcrédito,2177.67,6,1.2,0
375,1280.8,532.68,23.15,748.12,Vivienda,25621.11,60,1.7,0
376,661.62,515.55,53.7,146.07,Comercial,5713.04,24,4.7,0
377,1558.5,280.53,20.03,1277.97,Consumo,6742.36,48,1.0,0
378,1291.32,796.83,35.6,494.49,Consumo,1928.99,6,13.3,0
379,616.85,370.5,40.64,246.35,Microcrédito,4249.11,24,3.6,0
380,1417.78,968.47,35.9,449.31,Consumo,5226.35,6,10.1,0
381,401.73,247.63,85.75,154.1,Consumo,1133.98,48,0.7,0
382,908.19,585.13,53.99,323.06,Microcrédito,6302.48,6,1.0,0
383,529.74,344.07,39.92,185.67,Consumo,2565.1,48,0.4,1
384,465.37,194.99,42.47,270.38,Consumo,1599.08,36,5.4,0
385,969.16,614.27,64.4,354.89,Vivienda,33787.02,84,4.8,1
386,1405.4,873.45,41.62,531.95,Consumo,4262.6,12,3.5,0
387,1534.63,835.36,57.19,699.27,Microcrédito,9601.45,18,6.7,0
388,1092.56,251.09,48.78,841.47,Microcrédito,3302.88,24,4.9,0
389,691.92,514.54,5.37,177.38,Microcrédito,2787.08,6,1.5,0
390,593.47,353.59,67.5,239.88,Vivienda,18320.1,84,7.7,1
391,979.85,625.26,35.89,354.59,Consumo,4899.24,24,3.3,0
392,1698.5,1561.42,39.5,137.08,Vivienda,17035.19,120,3.3,0
393,709.99,483.39,31.07,226.6,Microcrédito,2003.47,24,4.8,0
394,1065.45,666.41,18.27,399.04,Vivienda,36747.33,240,3.3,1
395,1246.48,621.88,41.13,624.6,Microcrédito,7073.39,18,4.2,0
396,707.9,416.58,10.74,291.32,Consumo,2406.73,18,4.4,0
397,466.59,237.5,20.76,229.09,Microcrédito,2348.46,6,7.2,1
398,2452.56,1470.55,35.29,982.01,Consumo,6929.98,12,4.4,0
399,582.45,341.91,25.46,240.54,Consumo,1387.99,24,1.3,0
400,1056.41,448.6,55.7,607.81,Microcrédito,7032.74,6,7.4,0
401,413.64,254.04,32.85,159.6,Consumo,1032.54,18,3.0,1
402,453.51,175.2,18.23,278.31,Vivienda,6353.9,60,8.0,0
403,654.23,364.82,48.29,289.41,Microcrédito,2663.8,6,4.1,0
404,928.42,527.05,29.53,401.37,Consumo,2582.43,24,4.4,0
405,988.5,623.77,18.7,364.73,Microcrédito,4590.29,36,2.2,0
406,651.2,193.58,10.66,457.62,Consumo,2145.75,48,6.2,0
407,849.47,533.98,21.17,315.49,Vivienda,11898.28,84,8.4,0
408,693.71,536.43,50.65,157.28,Consumo,2168.41,36,1.7,1
409,2766.81,1671.21,43.49,1095.6,Consumo,10007.83,6,6.4,0
410,949.26,494.49,78.35,454.77,Vivienda,24960.5,120,1.0,1
411,1113.88,664.31,29.04,449.57,Microcrédito,6790.01,24,1.8,0
412,880.94,656.45,40.46,224.49,Consumo,4397.45,12,4.0,0
413,725.04,448.42,36.16,276.62,Microcrédito,3487.77,24,0.9,0
414,765.94,562.23,36.26,203.71,Microcrédito,4961.54,6,7.6,0
415,352.43,243.85,12.55,108.58,Consumo,774.63,12,8.5,0
416,1062.09,636.37,28.06,425.72,Consumo,1444.17,18,3.8,0
417,1820.63,851.21,37.54,969.42,Microcrédito,12075.62,36,0.4,1
418,1465.84,692.1,2.3,773.74,Microcrédito,7150.57,6,1.6,0
419,1226.17,969.7,31.61,256.47,Microcrédito,6807.42,36,6.3,1
420,806.14,453.0,25.37,353.14,Consumo,1095.1,48,1.5,0
421,631.55,268.92,9.73,362.63,Comercial,3882.55,60,1.4,0
422,1440.36,681.21,48.3,759.15,Microcrédito,9468.59,24,3.8,0
423,1240.72,563.47,31.84,677.25,Microcrédito,1908.73,18,3.6,0
424,847.59,489.61,15.78,357.98,Microcrédito,3295.86,36,6.9,0
425,568.89,454.43,62.31,114.46,Microcrédito,2345.25,24,6.3,1
426,1333.62,540.99,34.53,792.63,Microcrédito,2517.17,6,3.0,0
427,1384.67,457.38,63.98,927.29,Consumo,6151.9,12,4.9,0
428,697.78,415.38,77.19,282.4,Comercial,4334.74,12,3.9,0
429,1426.38,1038.41,25.24,387.97,Consumo,2838.74,24,4.1,0
430,1370.84,672.56,46.39,698.28,Vivienda,30183.42,60,1.3,0
431,573.08,405.15,20.21,167.93,Microcrédito,745.36,12,2.9,0
432,810.08,498.69,50.69,311.39,Vivienda,7051.26,60,1.4,1
433,902.88,652.84,75.46,250.04,Consumo,4101.63,36,4.2,1
434,417.02,228.03,43.67,188.99,Consumo,1788.29,36,9.2,0
435,533.29,364.24,20.72,169.05,Microcrédito,1051.6,18,4.2,0
436,920.21,393.04,36.05,527.17,Microcrédito,4413.24,24,0.4,0
437,350.0,134.86,42.72,215.14,Microcrédito,1812.49,6,1.0,0
438,1257.33,285.23,49.64,972.1,Consumo,1585.77,12,5.8,0
439,915.79,245.57,2.0,670.22,Microcrédito,4095.64,24,6.9,0
440,459.51,233.53,55.29,225.98,Consumo,1292.72,24,8.4,0
441,1217.1,838.25,29.85,378.85,Consumo,2058.6,48,14.2,0
442,1173.91,367.23,27.03,806.68,Consumo,3811.29,18,1.2,0
443,350.0,241.58,6.34,108.42,Consumo,1680.53,18,2.1,0
444,730.98,454.14,12.61,276.84,Consumo,792.18,12,4.7,1
445,555.85,217.13,10.66,338.72,Vivienda,6162.19,84,1.4,0
446,595.06,516.41,39.36,78.65,Microcrédito,3045.21,18,1.8,0
447,935.7,441.44,39.31,494.26,Consumo,4207.07,36,4.8,0
448,656.64,389.01,72.32,267.63,Consumo,2720.73,48,5.4,0
449,858.65,391.77,7.47,466.88,Consumo,1156.81,48,2.0,0
450,1104.23,1014.98,49.71,89.25,Microcrédito,2863.09,36,4.3,0
451,951.05,789.31,29.93,161.74,Microcrédito,6323.8,12,6.9,0
452,1342.72,454.99,34.23,887.73,Consumo,2914.84,48,11.1,0
453,1059.17,523.37,68.34,535.8,Consumo,1195.04,24,5.2,0
454,839.15,329.14,11.87,510.01,Comercial,3870.51,36,4.1,0
455,818.04,537.65,59.43,280.39,Microcrédito,4860.44,36,3.4,0
456,350.0,152.04,17.41,197.96,Consumo,1541.82,36,4.4,0
457,671.75,291.63,55.87,380.12,Microcrédito,1751.85,6,3.7,0
458,669.03,364.84,49.71,304.19,Vivienda,10994.97,240,3.9,0
459,899.88,532.99,34.1,366.89,Microcrédito,2018.0,36,3.5,0
460,634.74,442.07,29.85,192.67,Vivienda,20513.71,60,2.8,0
461,999.17,611.8,38.17,387.37,Microcrédito,4403.97,18,5.8,0
462,949.22,275.9,63.81,673.32,Microcrédito,1338.1,18,4.3,0
463,950.14,587.99,33.84,362.15,Microcrédito,1798.98,12,1.4,0
464,1123.94,866.93,27.52,257.01,Consumo,2891.9,6,1.5,0
465,855.79,320.57,50.54,535.22,Microcrédito,5819.95,18,3.9,0
466,879.31,417.47,23.07,461.84,Consumo,1338.44,6,4.5,0
467,561.94,273.76,20.69,288.18,Consumo,1844.77,12,2.0,0
468,954.65,625.5,15.13,329.15,Consumo,2262.19,18,1.4,0
469,1206.13,655.33,35.45,550.8,Comercial,4397.64,60,2.7,0
470,441.29,388.33,24.79,52.96,Microcrédito,562.89,36,5.2,0
471,1132.78,1019.3,29.29,113.48,Consumo,1765.73,48,0.3,0
472,739.77,284.44,39.23,455.33,Comercial,1983.07,36,2.0,0
473,547.08,318.18,43.6,228.9,Consumo,628.42,24,5.2,0
474,1131.48,670.81,2.0,460.67,Comercial,2963.99,12,4.5,0
475,528.35,184.42,34.83,343.93,Consumo,2083.65,18,3.0,1
476,1541.93,859.42,36.22,682.51,Microcrédito,7377.82,24,0.6,1
477,829.5,639.65,44.32,189.85,Vivienda,25693.55,60,3.4,1
478,378.57,136.06,26.8,242.51,Vivienda,3150.97,180,7.9,0
479,467.84,264.41,81.81,203.43,Microcrédito,3257.32,12,2.1,0
480,1171.75,656.47,2.0,515.28,Consumo,1819.16,12,3.0,0
481,660.71,335.23,27.67,325.48,Microcrédito,4176.25,18,9.0,1
482,1212.54,822.56,7.44,389.98,Vivienda,18692.83,60,5.3,0
483,967.36,426.07,2.0,541.29,Consumo,1355.52,12,5.5,0
484,491.9,88.54,21.17,403.36,Microcrédito,2371.34,12,6.0,0
485,1407.28,755.49,19.35,651.79,Consumo,4857.78,24,5.2,0
486,806.84,523.37,23.12,283.47,Consumo,3041.78,18,1.9,1
487,2100.95,1400.91,70.52,700.04,Consumo,6414.55,24,7.5,0
488,735.73,320.28,16.99,415.45,Consumo,2247.01,24,3.2,0
489,1603.69,691.16,19.01,912.53,Consumo,3347.38,6,6.7,0
490,1206.08,737.88,37.48,468.2,Microcrédito,2608.64,24,4.6,0
491,4500.0,2834.47,18.12,1665.53,Consumo,14898.83,48,3.4,0
492,1081.41,537.84,26.24,543.57,Microcrédito,4250.54,18,0.5,0
493,1197.32,858.67,57.91,338.65,Consumo,1981.53,48,2.2,0
494,560.98,424.15,35.85,136.83,Vivienda,5460.45,60,1.2,0
495,667.15,429.27,6.22,237.88,Vivienda,15434.51,84,11.2,0
496,983.22,624.72,51.7,358.5,Microcrédito,1860.56,12,4.2,0
497,1086.9,812.26,45.14,274.64,Comercial,8631.66,60,7.4,0
498,878.19,487.88,43.35,390.31,Consumo,1606.56,24,6.7,0
499,1263.42,227.42,81.11,1036.0,Consumo,2947.55,48,3.5,0
500,900.66,598.63,41.71,302.03,Consumo,1276.42,36,8.5,0
501,1369.31,774.66,28.79,594.65,Microcrédito,4734.94,12,1.7,0
502,2359.84,1172.84,27.78,1187.0,Microcrédito,15596.48,6,5.9,0
503,1026.42,447.37,50.62,579.05,Vivienda,9555.18,120,7.2,0
504,536.93,401.94,21.69,134.99,Microcrédito,2858.01,6,4.4,0
505,1015.93,290.51,51.33,725.42,Comercial,10529.8,60,10.0,0
506,572.18,353.87,49.62,218.31,Microcrédito,1740.66,36,2.5,0
507,496.97,190.57,2.43,306.4,Comercial,5627.22,36,3.6,0
508,752.39,481.44,25.56,270.95,Microcrédito,1609.65,24,2.3,0
509,1362.72,1007.36,33.75,355.36,Consumo,2513.92,48,3.5,0
510,721.63,370.82,24.07,350.81,Consumo,2786.5,18,6.3,0
511,781.06,615.46,47.21,165.6,Consumo,2270.59,48,2.0,0
512,2218.74,1560.14,52.27,658.6,Vivienda,60000.0,84,4.7,0
513,1005.09,584.09,39.27,421.0,Consumo,3943.53,24,1.7,0
514,990.46,782.51,44.01,207.95,Consumo,4285.12,48,9.2,0
515,1637.5,823.47,24.81,814.03,Consumo,4684.29,12,5.1,0
516,2054.55,1187.63,43.89,866.92,Microcrédito,13267.11,12,1.4,0
517,465.43,179.79,28.48,285.64,Consumo,1382.62,18,0.8,0
518,2290.87,997.85,7.51,1293.02,Consumo,7862.33,48,7.6,0
519,1273.34,924.96,53.7,348.38,Vivienda,16837.76,240,2.4,0
520,2019.32,1036.54,37.57,982.78,Consumo,7288.72,6,10.2,0
521,856.03,321.58,66.85,534.45,Microcrédito,2999.65,6,0.8,0
522,1429.19,1357.73,63.13,71.46,Microcrédito,3101.29,18,1.3,1
523,990.39,688.33,66.47,302.06,Consumo,2216.16,18,5.7,0
524,1585.58,1097.1,23.24,488.48,Consumo,2137.63,36,5.9,0
525,887.66,494.9,33.02,392.76,Consumo,2606.85,48,4.3,0
526,378.0,167.32,27.0,210.68,Consumo,1339.49,48,1.6,0
527,1802.96,523.84,6.38,1279.12,Microcrédito,9768.37,36,2.2,0
528,858.36,663.48,27.06,194.88,Consumo,2783.78,36,8.3,0
529,1303.18,448.41,25.78,854.77,Microcrédito,4443.9,6,8.3,0
530,777.84,538.77,44.15,239.07,Consumo,1083.82,6,0.4,0
531,645.31,424.93,38.73,220.38,Consumo,1987.46,24,12.3,1
532,497.62,142.43,2.0,355.19,Microcrédito,1785.09,18,6.8,0
533,1392.7,992.27,21.43,400.43,Consumo,4288.35,36,9.3,0
534,968.83,489.1,42.53,479.73,Vivienda,15165.65,84,3.4,0
535,684.44,309.81,35.77,374.63,Consumo,3092.88,36,7.3,0
536,2528.36,646.65,35.39,1881.71,Consumo,7978.92,12,0.8,0
537,1104.91,857.87,5.81,247.04,Microcrédito,3953.35,6,0.8,0
538,1604.33,1005.17,64.91,599.16,Consumo,3630.16,48,1.3,0
539,1317.04,716.39,29.06,600.65,Microcrédito,4856.4,18,9.8,0
540,1025.62,380.2,22.34,645.42,Consumo,2697.84,12,2.9,0
541,547.38,271.55,49.58,275.83,Consumo,1707.92,18,1.6,1
542,542.19,296.47,52.19,245.72,Microcrédito,2195.93,36,2.2,0
543,1393.67,1078.57,37.1,315.1,Microcrédito,2066.5,12,4.2,0
544,727.24,525.89,46.79,201.35,Microcrédito,3811.26,24,6.0,1
545,471.71,185.57,36.6,286.14,Microcrédito,2745.88,24,6.6,0
546,509.64,209.05,44.94,300.59,Consumo,957.3,48,7.4,0
547,1553.9,786.8,39.21,767.1,Comercial,13724.06,24,6.7,0
548,1111.77,799.9,19.51,311.87,Consumo,1687.4,18,4.9,0
549,855.97,634.03,65.22,221.94,Vivienda,23328.11,60,2.4,1
550,1035.89,596.51,31.64,439.38,Microcrédito,3889.12,18,3.0,0
551,1208.02,320.01,2.0,888.01,Consumo,1262.18,48,2.0,0
552,474.24,206.64,49.82,267.6,Vivienda,5423.86,60,11.4,0
553,1271.02,716.11,50.33,554.91,Microcrédito,4180.75,12,5.5,0
554,1767.89,849.05,18.46,918.84,Microcrédito,8528.77,6,1.9,0
555,500.2,375.52,86.71,124.68,Microcrédito,3115.63,6,3.8,0
556,1708.98,701.95,29.04,1007.03,Consumo,8196.79,6,1.9,0
557,397.71,180.61,26.36,217.1,Consumo,1770.06,24,3.5,0
558,942.48,417.97,55.1,524.51,Vivienda,19517.46,120,6.7,0
559,382.85,340.53,45.88,42.32,Consumo,427.99,12,3.0,0
560,578.04,230.51,44.26,347.53,Vivienda,8418.83,240,3.0,0
561,992.69,484.35,31.01,508.34,Consumo,3396.92,48,12.1,0
562,906.18,463.29,28.97,442.89,Vivienda,29663.87,60,2.7,0
563,2889.7,1179.38,51.93,1710.32,Consumo,8366.89,6,1.0,0
564,406.99,156.64,55.01,250.35,Consumo,734.76,24,11.3,0
565,464.39,160.43,28.83,303.96,Microcrédito,817.64,36,4.5,0
566,1789.55,1483.52,30.36,306.03,Microcrédito,7723.31,24,8.4,0
567,919.04,765.08,35.35,153.96,Consumo,1536.46,6,4.9,0
568,2854.89,1685.16,22.33,1169.73,Consumo,12662.31,18,5.8,0
569,892.13,492.46,26.19,399.67,Consumo,4426.62,12,5.8,0
570,376.47,288.97,49.52,87.5,Microcrédito,1966.56,36,3.1,1
571,1185.66,528.84,56.76,656.82,Consumo,3368.67,12,1.4,0
572,1157.5,735.93,52.11,421.57,Microcrédito,3949.1,36,6.2,0
573,558.76,323.9,66.37,234.86,Microcrédito,2080.3,12,7.0,0
574,921.56,518.74,42.88,402.82,Consumo,1580.29,18,5.5,0
575,1085.58,614.02,34.72,471.56,Consumo,5282.1,24,10.3,0
576,610.19,323.45,4.06,286.74,Consumo,2780.76,36,5.2,0
577,1389.52,964.34,43.57,425.18,Consumo,2887.65,24,10.6,0
578,944.15,403.1,12.31,541.05,Consumo,2554.74,18,2.4,0
579,2029.97,406.94,18.01,1623.03,Consumo,10113.37,36,6.9,0
580,763.33,479.82,23.52,283.51,Consumo,3435.19,12,10.1,0
581,968.76,285.04,45.32,683.72,Consumo,1878.75,48,1.1,0
582,1689.97,987.45,35.52,702.52,Consumo,4170.82,18,3.9,0
583,1470.84,975.72,53.74,495.12,Consumo,3356.19,36,7.1,0
584,966.83,453.64,32.6,513.19,Microcrédito,4384.49,18,6.4,0
585,1402.43,677.28,42.65,725.15,Consumo,2755.33,48,13.3,0
586,796.26,309.6,26.51,486.66,Vivienda,20266.91,60,6.8,0
587,1034.84,474.89,26.14,559.95,Consumo,2418.93,6,11.1,0
588,1183.47,750.59,55.63,432.88,Microcrédito,2801.17,24,1.7,0
589,665.1,328.16,7.05,336.94,Consumo,2814.98,48,7.8,0
590,1597.76,736.48,7.66,861.28,Microcrédito,3530.83,6,3.0,0
591,1328.15,882.4,21.31,445.75,Consumo,2364.66,48,0.4,0
592,508.18,227.25,31.82,280.93,Microcrédito,1299.82,12,0.5,0
593,507.54,351.49,25.19,156.05,Microcrédito,1764.56,18,7.5,0
594,758.01,368.92,34.36,389.09,Microcrédito,4301.25,18,7.8,0
595,1172.37,698.25,41.95,474.12,Microcrédito,5034.7,36,3.8,0
596,539.67,375.11,22.27,164.56,Consumo,1187.31,48,4.3,1
597,610.07,282.64,18.36,327.43,Consumo,2831.36,24,3.6,0
598,442.4,367.83,60.5,74.57,Consumo,1163.18,18,3.4,1
599,767.12,465.05,19.59,302.07,Consumo,2213.34,6,1.9,0
600,2327.86,1179.05,27.93,1148.81,Consumo,4818.11,36,2.8,0
601,2804.53,1067.54,36.23,1736.99,Consumo,6463.21,48,0.6,0
602,1024.34,291.28,23.98,733.06,Consumo,4615.26,48,10.5,0
603,670.18,574.41,59.28,95.77,Vivienda,14517.89,240,3.2,1
604,1216.56,817.42,59.77,399.14,Microcrédito,3334.47,36,13.6,0
605,475.63,315.62,13.02,160.01,Consumo,1795.42,36,16.0,0
606,1080.63,407.65,38.26,672.98,Consumo,4450.83,18,2.2,0
607,2371.22,1468.53,67.6,902.69,Microcrédito,13441.73,36,10.8,0
608,1865.84,939.63,65.69,926.21,Vivienda,26624.49,120,3.2,0
609,522.36,136.04,8.31,386.32,Microcrédito,2921.14,36,8.6,0
610,1436.33,1208.8,23.9,227.53,Vivienda,27568.13,120,3.6,1
611,1382.52,361.88,22.44,1020.64,Microcrédito,5811.0,36,6.2,0
612,1003.85,953.66,28.1,50.19,Microcrédito,3821.14,24,16.7,0
613,936.23,433.92,44.71,502.31,Consumo,4087.24,6,6.6,0
614,371.48,277.06,34.79,94.42,Consumo,1173.0,12,3.0,0
615,1329.27,368.94,52.7,960.33,Consumo,2577.73,6,2.8,0
616,979.32,623.94,64.27,355.38,Microcrédito,1823.3,12,8.1,0
617,1809.44,325.7,30.04,1483.74,Microcrédito,8588.99,12,11.6,0
618,583.68,160.75,13.71,422.93,Microcrédito,2069.6,36,8.1,0
619,996.76,620.14,39.22,376.62,Microcrédito,6690.58,12,1.2,0
620,1375.55,1306.77,26.47,68.78,Consumo,2079.4,24,1.6,0
621,456.63,268.45,13.01,188.18,Microcrédito,761.92,12,4.1,0
622,1295.39,762.42,57.14,532.97,Consumo,5112.98,18,2.6,0
623,420.46,267.71,29.07,152.75,Vivienda,10944.54,240,1.3,0
624,797.52,514.61,33.48,282.91,Microcrédito,5280.31,36,13.5,0
625,1169.0,655.67,54.5,513.33,Microcrédito,6342.27,6,6.2,1
626,533.8,185.54,56.06,348.26,Consumo,1599.7,24,0.9,0
627,1955.79,1328.72,61.01,627.07,Consumo,6663.7,48,5.9,0
628,1612.79,894.11,66.2,718.68,Microcrédito,11270.52,12,2.3,0
629,945.6,674.21,29.1,271.39,Microcrédito,1199.61,6,5.8,0
630,1839.69,965.42,45.87,874.27,Microcrédito,3612.99,6,2.9,0
631,649.88,275.02,10.38,374.86,Consumo,819.5,18,1.0,0
632,1561.36,634.76,44.45,926.6,Vivienda,53608.39,180,2.3,0
633,1417.99,937.74,44.96,480.25,Microcrédito,5046.48,12,3.2,0
634,840.18,418.72,21.65,421.46,Microcrédito,3353.33,12,1.7,0
635,994.53,626.5,42.23,368.03,Microcrédito,2203.19,24,7.6,1
636,1588.38,750.86,22.23,837.52,Microcrédito,6695.38,18,5.7,0
637,724.83,288.29,50.09,436.54,Microcrédito,3743.64,6,1.7,0
638,528.04,390.02,6.05,138.02,Microcrédito,1122.32,24,2.8,0
639,1617.34,678.1,5.11,939.24,Consumo,3081.07,18,3.6,0
640,988.24,489.85,52.64,498.39,Comercial,4646.08,48,1.2,0
641,1960.2,897.89,5.94,1062.31,Consumo,3460.77,24,5.4,0
642,1511.1,982.05,28.76,529.05,Consumo,5582.07,24,5.5,0
643,1519.87,684.01,30.99,835.86,Consumo,2663.94,36,3.6,0
644,1749.13,1316.62,40.73,432.51,Microcrédito,4161.63,36,5.7,0
645,1978.34,1463.39,46.14,514.95,Consumo,6292.78,6,2.3,0
646,1644.05,924.04,38.58,720.01,Microcrédito,3222.52,18,0.3,0
647,1724.47,505.01,18.64,1219.46,Microcrédito,7619.82,36,8.1,0
648,787.29,422.67,40.14,364.62,Microcrédito,3771.77,12,17.2,0
649,945.92,618.27,24.27,327.65,Microcrédito,1698.4,12,2.1,0
650,2324.36,1756.69,54.88,567.67,Microcrédito,8335.11,6,7.6,0
651,682.23,259.81,24.8,422.42,Consumo,2056.35,6,7.0,0
652,704.69,421.5,31.28,283.19,Consumo,1113.34,48,0.2,0
653,625.53,381.98,24.13,243.55,Consumo,2373.16,12,0.6,0
654,1336.18,863.31,2.0,472.87,Vivienda,18982.7,120,17.3,0
655,1233.73,690.02,44.9,543.71,Vivienda,36870.78,60,5.4,0
656,644.66,538.7,20.87,105.96,Microcrédito,2028.69,6,2.3,0
657,947.6,742.04,13.65,205.56,Consumo,4593.76,36,6.3,0
658,912.19,730.59,42.19,181.6,Consumo,1942.18,24,2.0,0
659,916.7,738.38,46.21,178.32,Consumo,1761.11,6,7.9,0
660,1045.14,735.32,27.91,309.82,Vivienda,18024.13,60,1.0,0
661,904.95,406.62,48.09,498.33,Consumo,3474.28,12,1.1,0
662,910.37,163.87,25.22,746.5,Microcrédito,1578.58,6,4.4,0
663,817.77,465.32,42.99,352.45,Vivienda,24079.89,180,7.1,1
664,350.0,197.33,44.0,152.67,Consumo,1393.61,18,6.9,0
665,860.22,283.46,44.69,576.76,Microcrédito,3706.46,6,4.0,0
666,658.3,303.29,60.76,355.01,Consumo,778.0,6,2.0,0
667,614.86,315.92,60.08,298.94,Microcrédito,1846.0,24,1.7,0
668,1810.68,1379.94,14.8,430.74,Consumo,8334.16,24,1.9,0
669,656.27,436.15,22.27,220.12,Consumo,751.03,36,4.8,1
670,1911.27,1095.13,23.63,816.14,Microcrédito,9758.36,6,12.1,0
671,1713.33,920.37,59.26,792.96,Consumo,5284.11,12,11.5,0
672,857.24,470.19,29.59,387.05,Microcrédito,4675.93,6,1.8,0
673,1115.08,407.82,13.9,707.26,Vivienda,36129.44,120,5.1,0
674,1115.49,470.99,48.2,644.5,Vivienda,9036.86,60,0.9,0
675,1450.95,399.97,6.81,1050.98,Comercial,4331.86,36,4.0,0
676,747.21,639.03,55.8,108.18,Microcrédito,3668.79,18,2.1,0
677,840.23,227.98,30.65,612.25,Consumo,2223.55,18,6.8,0
678,3093.65,1667.75,21.58,1425.9,Consumo,7149.14,24,5.6,0
679,668.9,364.96,8.41,303.94,Consumo,679.1,18,1.7,0
680,756.47,230.56,38.82,525.91,Consumo,2451.98,12,2.1,0
681,1937.15,739.95,26.04,1197.2,Microcrédito,4500.11,12,4.7,0
682,806.21,651.51,82.27,154.7,Consumo,1297.67,36,2.7,1
683,1286.99,778.21,35.72,508.78,Microcrédito,5362.33,24,0.7,0
684,2542.1,1755.99,11.2,786.11,Consumo,5005.62,18,10.2,0
685,847.94,395.04,16.68,452.9,Vivienda,8846.59,120,0.6,0
686,1430.78,860.83,32.79,569.95,Microcrédito,3135.24,36,5.4,0
687,1275.29,856.06,29.08,419.23,Microcrédito,8061.91,12,4.7,0
688,350.15,104.24,46.85,245.91,Microcrédito,1534.44,12,4.1,0
689,421.1,179.58,2.0,241.52,Vivienda,9926.98,240,2.7,0
690,1516.83,1093.53,45.74,423.3,Comercial,11744.33,36,1.0,0
691,1747.34,1439.77,39.17,307.57,Microcrédito,7170.69,24,7.5,0
692,737.5,268.01,41.27,469.49,Consumo,3659.13,48,10.0,0
693,609.79,293.9,12.47,315.89,Consumo,2786.38,18,2.5,0
694,941.05,609.61,44.07,331.44,Consumo,2043.1,48,1.9,0
695,764.42,717.3,47.67,47.12,Microcrédito,1526.04,24,6.6,0
696,675.94,342.94,21.1,333.0,Comercial,5383.75,12,5.4,0
697,1086.53,607.76,38.43,478.77,Consumo,5344.69,12,1.4,0
698,1533.11,1111.67,22.91,421.44,Microcrédito,5928.66,36,3.6,0
699,910.16,454.56,46.9,455.6,Microcrédito,5369.18,36,9.8,0
700,1256.69,577.03,32.4,679.66,Consumo,3529.85,12,5.6,0
701,1813.26,1722.6,32.18,90.66,Consumo,5764.16,36,6.9,0
702,705.36,454.34,31.04,251.02,Consumo,1244.96,24,1.7,0
703,1397.43,1081.32,54.32,316.11,Microcrédito,9333.65,24,2.3,1
704,834.55,261.47,40.5,573.08,Consumo,3539.03,24,5.8,0
705,2681.11,1428.38,2.0,1252.73,Consumo,9188.47,48,5.1,0
706,751.86,184.82,24.96,567.04,Vivienda,15165.09,180,12.6,0
707,632.02,346.74,27.42,285.28,Microcrédito,3761.19,24,7.1,0
708,944.59,733.42,52.63,211.17,Vivienda,19814.74,120,3.7,0
709,670.43,245.31,30.07,425.12,Consumo,1561.51,6,0.2,0
710,762.43,536.88,22.97,225.55,Vivienda,23327.03,180,1.4,0
711,350.0,155.17,38.82,194.83,Consumo,915.12,12,1.9,1
712,973.03,484.42,75.82,488.61,Microcrédito,1632.69,12,3.6,0
713,2669.71,1169.4,16.87,1500.31,Microcrédito,8693.7,36,3.6,0
714,1484.73,1077.02,20.6,407.71,Consumo,7350.51,12,7.2,0
715,1256.8,1081.31,59.91,175.49,Vivienda,17973.02,84,16.6,0
716,2584.61,1392.51,23.57,1192.1,Consumo,9297.94,6,1.0,0
717,835.42,420.06,72.46,415.36,Microcrédito,2964.22,18,1.7,0
718,978.97,697.24,2.0,281.73,Consumo,2078.31,48,2.2,0
719,2221.87,947.99,56.4,1273.88,Consumo,8920.91,6,1.9,0
720,571.66,220.24,27.84,351.42,Consumo,1132.16,6,2.1,0
721,561.34,304.48,54.88,256.86,Microcrédito,2400.53,18,2.7,0
722,615.58,519.81,63.79,95.77,Consumo,2485.79,48,0.8,0
723,1429.17,1014.31,36.33,414.86,Comercial,3103.68,48,3.2,0
724,350.0,151.1,18.79,198.9,Consumo,1675.94,24,6.0,0
725,1050.2,796.23,32.27,253.97,Microcrédito,1548.55,18,5.3,0
726,2274.39,1418.12,25.14,856.27,Vivienda,57341.86,84,2.2,0
727,586.63,164.44,55.61,422.19,Consumo,2436.44,6,4.8,0
728,1339.82,479.57,17.77,860.25,Comercial,5914.1,12,3.5,0
729,636.57,382.49,67.36,254.08,Microcrédito,2364.97,12,9.8,0
730,978.89,656.72,18.02,322.17,Microcrédito,5432.89,12,2.8,1
731,1650.3,1184.51,45.59,465.79,Microcrédito,9000.19,6,0.7,0
732,948.72,589.33,27.3,359.39,Microcrédito,4955.83,36,6.7,0
733,857.85,354.1,36.41,503.75,Consumo,4061.22,48,2.9,0
734,350.0,212.75,23.93,137.25,Consumo,1296.36,24,8.2,0
735,997.23,541.32,32.19,455.91,Vivienda,18510.41,240,6.6,0
736,465.14,173.15,2.0,291.99,Microcrédito,1378.73,36,2.0,0
737,1228.25,734.24,17.76,494.01,Microcrédito,4490.01,18,5.1,0
738,811.57,255.71,50.27,555.86,Microcrédito,3183.56,6,4.3,0
739,1367.55,938.09,70.59,429.46,Microcrédito,9269.74,12,9.3,1
740,2224.23,1226.57,39.58,997.66,Consumo,3743.91,12,6.6,0
741,1185.43,326.02,31.9,859.41,Vivienda,19980.8,120,6.4,1
